budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
70000000.0,7451,46.2,2002-08-09,277448382.0,124,Released,A New Breed Of Secret Agent.,xXx,5.8,1400,en,English,US,United States of America,Summer,0,0,Non-nominee,12835,Vin Diesel,18878,Rob Cohen,"Action, Adventure, Thriller","sports car, biological weapon, cold war, russian, prague, mission, athlete, nsa agent, adrenaline junkie, thrill seeker","Columbia Pictures, Original Film, Revolution Studios",2002,8,4,2001-2010
50000000.0,7453,51.7,2005-01-15,104478416.0,109,Released,Don't leave Earth without it.,The Hitchhiker's Guide to the Galaxy,6.6,1300,en,English,US,United States of America,Winter,0,0,Non-nominee,7060,Martin Freeman,52842,Garth Jennings,"Adventure, Comedy, Family, Science Fiction","bureaucracy, england, dolphin, android, based on novel, chase, space travel, galaxy, spaceship, alien, stop motion, survival, hitchhiker, robot, alien invasion, everyman, hyperspace, meaning of life, based on radio show, alien attack, bathrobe, destruction of earth, intergalactic travel, islington england, talking robot","Spyglass Entertainment, Everyman Pictures, Hammer & Tongs, Touchstone Pictures",2005,1,5,2001-2010
120000000.0,7459,17.1,2008-05-09,93945766.0,135,Released,Go!,Speed Racer,5.7,400,en,English,AU,Australia,Spring,0,0,Non-nominee,46593,Emile Hirsch,9339,Lilly Wachowski,"Action, Family, Science Fiction","car race, loss of brother, chimp, family, duringcreditsstinger, woman director","Village Roadshow Pictures, Studio Babelsberg, Anarchos Productions, Silver Pictures, Warner Bros., Velocity Productions",2008,5,4,2001-2010
40000000.0,7461,24.9,2008-02-01,151161491.0,90,Released,"8 Strangers, 8 points of view.  1 Truth.",Vantage Point,6.2,700,en,English,US,United States of America,Winter,0,0,Non-nominee,6065,Dennis Quaid,43141,Pete Travis,"Drama, Action, Thriller, Crime","bomb, terror, spain, usa president, terrorist, war against terror, camera, car journey, press, television, camcorder, bodyguard, safety, terror cell, limousine, media, security guard","Columbia Pictures, Original Film, Kanzaman, Relativity Media, Art In Motion",2008,2,4,2001-2010
85000000.0,7484,26.6,2006-09-29,197309027.0,83,Released,One Fur All & All Fur One,Open Season,6.1,700,en,English,US,United States of America,Fall,0,0,Non-nominee,78029,Martin Lawrence,7881,Jill Culton,"Adventure, Animation, Family","hunter, mountains, garage, grizzly bear, bunny, chase, forest, deer, bear, hunt",Sony Pictures Animation,2006,9,4,2001-2010
61000000.0,7485,37.4,2007-03-22,95696996.0,124,Released,Yesterday was about honor. Today is about justice.,Shooter,6.9,1500,en,English,US,United States of America,Spring,0,0,Non-nominee,13240,Mark Wahlberg,20907,Antoine Fuqua,"Action, Drama, Mystery, Thriller, Crime","corruption, sniper, senator, conspiracy of murder, childlessness, rifle, sniper rifle, fbi agent","Paramount Pictures, Di Bonaventura Pictures, Grosvenor Park Impact Productions",2007,3,3,2001-2010
15000000.0,7501,8.1,2001-09-07,12000000.0,92,Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,5.9,100,en,English,US,United States of America,Fall,0,0,Non-nominee,12834,Barry Pepper,16304,Brian Koppelman,"Crime, Thriller","montana, sheriff, pile of dead bodies, money, mobster",Lawrence Bender Productions,2001,9,4,2001-2010
12000000.0,7510,4.8,2006-10-27,6754898.0,116,Released,Ever have one of those lives?,Running with Scissors,5.8,100,en,English,US,United States of America,Fall,0,0,Non-nominee,516,Annette Bening,52779,Ryan Murphy,"Drama, Comedy","gay, sister sister relationship, wife husband relationship, 1970s, becoming an adult, adoption, therapist, marriage crisis",TriStar Pictures,2006,10,4,2001-2010
30000000.0,7512,27.9,2006-09-01,495303.0,84,Released,"In the future, intelligence is extinct.",Idiocracy,6.3,700,en,English,US,United States of America,Fall,0,0,Non-nominee,36422,Luke Wilson,17403,Mike Judge,"Adventure, Comedy, Science Fiction","prostitute, capitalism, usa president, arena, congress, future, human experimentation, dystopia, army, stupidity, hibernation, dark comedy, social satire, brainwashing, surveillance, u.s. congress, dystopic future, mass media","Twentieth Century Fox Film Corporation, Ternion Pictures",2006,9,4,2001-2010
0.0,7515,5.4,2005-02-10,0.0,92,Released,One young man's incredible journey of self-discovery,London,6.1,100,en,English,GB,United Kingdom,Winter,0,0,Non-nominee,16828,Chris Evans,52856,Hunter Richards,"Drama, Action, Romance","new york, celebration","Destination Films, Silver Nitrate Films, National Film and Television School (NFTS), LHR Productions Inc.",2005,2,3,2001-2010
17000000.0,7516,23.5,2006-12-09,57103895.0,109,Released,Nobody gets away clean.,Smokin' Aces,6.4,500,en,English,FR,France,Winter,0,0,Non-nominee,10859,Ryan Reynolds,40223,Joe Carnahan,"Action, Comedy, Crime, Thriller","neo-nazi, gun, sniper, fbi, hitman, bodyguard, to shoot dead, police, dark comedy, shootout, gangster, drug, female corpse","Universal Pictures, StudioCanal, Relativity Media, Scion Films, Working Title Films",2006,12,5,2001-2010
80000000.0,7518,36.3,2006-04-22,343397247.0,83,Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1100,en,English,US,United States of America,Spring,0,0,Non-nominee,62,Bruce Willis,52845,Karey Kirkpatrick,"Comedy, Animation, Family","squirrel, eating and drinking, vororte, garden, grizzly bear, entrapment, suburbian idyll, garbage, forest, turtle, hiding in a garbage container, skunk, racoon, animal","Pacific Data Images (PDI), DreamWorks Animation",2006,4,5,2001-2010
6000000.0,7547,3.4,2006-01-10,0.0,97,Released,"Before you fall in love, you need to love yourself.",Come Early Morning,5.9,0,en,English,US,United States of America,Winter,0,0,Non-nominee,15852,Ashley Judd,16484,Joey Lauren Adams,"Drama, Romance","bar, motel, one-night stand, beer, blonde, dog, woman director","Firm Films, Bold Films, Holly Wiersma Productions",2006,1,1,2001-2010
0.0,7548,7.6,2004-09-16,0.0,114,Released,He didn't resist temptation. He pursued it.,The Libertine,5.9,100,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,85,Johnny Depp,52894,Laurence Dunmore,"Drama, Romance","london england, sex, dying and death, poet, theatre milieu, monolog, monkey, alcoholic","First Choice Films, Isle of Man Film",2004,9,3,2001-2010
100000000.0,7552,25.2,2005-12-21,202026112.0,90,Released,Giving big businesses a run for their money!,Fun with Dick and Jane,5.9,600,en,English,US,United States of America,Winter,0,0,Non-nominee,206,Jim Carrey,15002,Dean Parisot,Comedy,"based on novel, desperation, robber, hold-up robbery, remake, suburbia, loss of job, humiliation, unemployment, bankruptcy, travel agent, riches to rags, bearer bonds, comeuppance","Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment",2005,12,2,2001-2010
3000000.0,7553,10.2,2005-10-07,18637690.0,94,Released,What happens in the kitchen ends up on the plate.,Waiting...,6.2,200,en,English,US,United States of America,Fall,0,0,Non-nominee,10859,Ryan Reynolds,52941,Rob McKittrick,Comedy,"decision, waiter, hostess, trainee, gross out, employer employee relationship, speaking german, glass pipe, screaming","L.I.F.T. Production, Eden Rock Media",2005,10,4,2001-2010
7500000.0,7735,25.3,2008-03-11,19000000.0,107,Released,Evil is something that you learn,The Wave,7.5,800,de,German,DE,Germany,Spring,0,0,Non-nominee,17373,Jürgen Vogel,52961,Dennis Gansel,"Drama, Thriller","dictator, trainer, classroom, fascism, group dynamics, education, national socialism, training, squatter, anarchist, group, gymnasium, learning and teaching, violence in schools, homepage, social experiment",Constantin Film Produktion,2008,3,1,2001-2010
45000000.0,7737,12.1,2007-09-20,148412065.0,94,Released,The Extinction Is Coming...,Resident Evil: Extinction,6.1,1300,en,English,AU,Australia,Fall,0,0,Non-nominee,63,Milla Jovovich,52968,Russell Mulcahy,"Horror, Action, Science Fiction","clone, mutant, post-apocalyptic, dystopia, conspiracy, evil corporation, zombie, based on video game","Impact Pictures, Davis-Films, Constantin Film Produktion, Resident Evil Productions",2007,9,3,2001-2010
700000.0,7859,12.4,2006-08-11,4911725.0,107,Released,Secrets don't let go.,Half Nelson,6.5,200,en,English,US,United States of America,Summer,0,0,Non-nominee,30614,Ryan Gosling,53068,Ryan Fleck,Drama,"date, ex-girlfriend, bicycle, crack, independent film","Thinkfilm, Hunting Lane Films, Journeyman Pictures, Original Media, Silverwood Films, Traction Media",2006,8,4,2001-2010
0.0,7863,10.4,1996-01-21,0.0,105,Released,A true story of the mystery of music and the miracle of love,Shine,7.3,100,en,English,AU,Australia,Winter,1996,1996,Nominee,118,Geoffrey Rush,33433,Scott Hicks,Drama,"letter, jumping, child prodigy, pool, pianist, concert hall, breakdown","Fine Line Features, Australian Film Finance Corporation (AFFC), Film Victoria, South Australian Feature Film Company",1996,1,6,1991-2000
8000000.0,7870,7.4,2005-05-13,852872.0,112,Released,Sometimes it's hard to find your way.,Down in the Valley,5.9,100,en,English,US,United States of America,Spring,0,0,Non-nominee,819,Edward Norton,53212,David Jacobson,"Drama, Romance","indian territory, beach, stetson, san fernando valley, strange person",Class 5 Films,2005,5,4,2001-2010
2000000.0,7873,13.0,2005-09-11,5967038.0,120,Released,Take A Ride To The Edge,Harsh Times,6.3,200,en,English,US,United States of America,Fall,0,0,Non-nominee,3894,Christian Bale,19769,David Ayer,"Crime, Drama, Thriller, Action","watching a movie, playing pool, vinegar",The Weinstein Company,2005,9,6,2001-2010
15000000.0,7874,11.4,2006-12-08,10903846.0,116,Released,To save his soul he must save hers.,Black Snake Moan,6.6,200,en,English,US,United States of America,Winter,0,0,Non-nominee,2231,Samuel L. Jackson,53267,Craig Brewer,Drama,"southern usa, blues, military service, independent film",Paramount Classics,2006,12,4,2001-2010
2200000.0,7913,5.2,2006-01-26,11502151.0,157,Released,A Generation Awakens,Rang De Basanti,7.2,100,hi,Hindi,IN,India,Winter,0,0,Non-nominee,52763,Aamir Khan,53671,Rakeysh Omprakash Mehra,Drama,"new delhi india, students' movement, war of independence, student, celebration","Flicks Motion Pictures, UTV Motion Pictures",2006,1,3,2001-2010
10000000.0,7942,14.9,2007-09-06,33000000.0,100,Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",6.2,200,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,11108,Simon Pegg,14409,David Schwimmer,"Comedy, Romance","father son relationship, new love, fiancé, training, rent, jogging, marathon, wedding, pregnancy","Entertainment Films, Material Entertainment, Beech Hill Films",2007,9,3,2001-2010
0.0,7944,2.2,2008-02-07,0.0,122,Released,A master director shining his light on the best rock band on the planet.,Shine a Light,7.2,0,en,English,GB,United Kingdom,Winter,0,0,Non-nominee,1428,Mick Jagger,1032,Martin Scorsese,"Documentary, Music","new york, film director, legend, song, public, rolling stones, rock, guest, music video, music, concert, theatre milieu, performance","Concert Promotion International, Shangri-La Entertainment",2008,2,3,2001-2010
150000000.0,7978,21.2,2010-02-11,0.0,102,Released,When the moon is full the legend comes to life,The Wolfman,5.5,500,en,English,US,United States of America,Winter,0,0,Non-nominee,1121,Benicio del Toro,4945,Joe Johnston,"Drama, Horror, Thriller","father son relationship, victorian england, remake, rural setting, werewolf","Universal Pictures, Stuber Productions, Relativity Media",2010,2,3,2011-2020
20000000.0,7979,10.4,2007-10-14,73276047.0,128,Released,There is a way to be good again.,The Kite Runner,7.3,400,en,English,CN,China,Fall,0,0,Non-nominee,53480,Khalid Abdalla,12995,Marc Forster,Drama,"1970s, afghanistan, hang gliding, war in afghanistan, taliban, cowardice, best friend, cowardliness, child","DreamWorks SKG, MacDonald/Parkes Productions, Sidney Kimmel Entertainment, Neal Street Productions, China Film Co-Production Corporation, Wonderland Films, Participant Media, Ebeling Group, Beijing Happy Pictures Cultural Communications Co., Kite Runner Holdings",2007,10,6,2001-2010
65000000.0,7980,29.3,2009-12-26,93525586.0,136,Released,The story of a life and everything that came after...,The Lovely Bones,6.6,1100,en,English,GB,United Kingdom,Winter,0,0,Non-nominee,3293,Rachel Weisz,108,Peter Jackson,"Fantasy, Drama","rape, 1970s, evidence, tree, afterlife, loss of daughter, serial killer, corpse, pedophile, teenage love, grieving, childhood sexual abuse, based on young adult novel","WingNut Films, DreamWorks SKG, Key Creatives, Film4, Goldcrest Pictures, New Zealand Large Budget Screen Production Grant",2009,12,5,2001-2010
40000000.0,8007,24.0,2001-11-17,91753202.0,106,Released,His only weapon is his will to survive.,Behind Enemy Lines,6.0,500,en,English,US,United States of America,Fall,0,0,Non-nominee,887,Owen Wilson,12028,John Moore,"Action, Drama, Thriller, War","helicopter, war crimes, sniper, bosnia and herzegovina, fighter pilot, bosnian war of 1992-1995, rescue, escape, tank, atrocity, gunfight, combat, military, mine field, action hero, aircraft carrier, reconnaissance, mass grave","Twentieth Century Fox Film Corporation, Davis Entertainment",2001,11,5,2001-2010
16000000.0,8009,29.3,1986-03-07,5900000.0,116,Released,There can be only one.,Highlander,6.8,600,en,English,GB,United Kingdom,Spring,0,0,Non-nominee,38559,Christopher Lambert,52968,Russell Mulcahy,"Adventure, Action, Fantasy","new york, scotland, swordplay, sword, cut-off head, immortality","Davis-Panzer Productions, Thorn EMI Screen Entertainment",1986,3,4,1971-1990
26000000.0,8011,8.0,1994-11-29,36800000.0,99,Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",Highlander: The Final Dimension,4.5,100,en,English,CA,Canada,Fall,0,0,Non-nominee,38559,Christopher Lambert,53599,Andrew Morahan,"Action, Fantasy, Science Fiction","japan, new york, scotland, morocco, good and bad","Trans-Film, Initial Groupe, Lumière Pictures, Fallingcloud",1994,11,1,1991-2000
30250000.0,8012,15.6,1995-10-20,115101622.0,105,Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,300,en,English,US,United States of America,Fall,0,0,Non-nominee,8891,John Travolta,5174,Barry Sonnenfeld,"Comedy, Thriller, Crime","gambling, miami, based on novel, job, murder, travel, mafia, money, debt, mobster, business, hollywood, gangster, crime, violence, drug, producer, con","Jersey Films, Metro-Goldwyn-Mayer (MGM)",1995,10,4,1991-2000
54000000.0,8046,9.1,2003-08-01,7266209.0,121,Released,Life doesn't play by the rules.,Gigli,3.5,100,en,English,US,United States of America,Summer,0,0,Non-nominee,880,Ben Affleck,769,Martin Brest,Drama,"new york, mentally disabled, kidnapping, blackmail, mission of murder, lovers, lesbian, mobster","City Light Films, Revolution Studios, Casey Silver Productions",2003,8,4,2001-2010
15000000.0,8053,12.2,2005-11-17,12036149.0,121,Released,Nobody is beyond redemption.,The Three Burials of Melquiades Estrada,7.0,200,en,English,US,United States of America,Fall,0,0,Non-nominee,2176,Tommy Lee Jones,2176,Tommy Lee Jones,"Adventure, Crime, Drama, Mystery, Western","border patrol, united states–mexico barrier, promise, desert","The Javelina Film Company, EuropaCorp",2005,11,3,2001-2010
32000000.0,8055,33.9,2008-12-10,113019290.0,124,Released,Behind the mystery lies a truth that will make you question everything you know.,The Reader,7.2,800,en,English,DE,Germany,Winter,2008,2008,Nominee,204,Kate Winslet,468,Stephen Daldry,"Drama, Romance","germany, war crimes, trial, female prisoner, teenager, law student, teenage sexuality, older woman younger man relationship, teenage sex, affair","Studio Babelsberg, Filmförderanstalt (FFA), The Weinstein Company, Filmstiftung Nordrhein-Westfalen, Mirage Enterprises, Filmförderungsanstalt (FFA), Medienboard Berlin-Brandenburg, Deutsche Filmförderfonds (DFFF), Mitteldeutsche Medienförderung (MDM)",2008,12,2,2001-2010
35000000.0,8065,45.1,2008-03-27,69823199.0,123,Released,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,6.5,1400,en,English,US,United States of America,Spring,0,0,Non-nominee,38941,Jim Sturgess,36797,Robert Luketic,"Drama, Crime","gambling, card game, professor, harvard university, cohabitant, college, girlfriend, studies, dormitory, friendship, blackjack","Columbia Pictures, Relativity Media",2008,3,3,2001-2010
